"","day","date","daily","line","type","number"
"8016","Saturday",2013-02-23,NA,"green","Boardings",1574
"8017","Sunday",2013-02-24,NA,"green","Boardings",1372
"8018","Monday",2013-02-25,NA,"green","Boardings",2353
"8019","Tuesday",2013-02-26,NA,"green","Boardings",2248
"8020","Wednesday",2013-02-27,NA,"green","Boardings",2568
"8021","Thursday",2013-02-28,NA,"green","Boardings",2204
"8022","Friday",2013-03-01,NA,"green","Boardings",2592
"8023","Monday",2010-01-11,952,"green","Alightings",NA
"8024","Tuesday",2010-01-12,796,"green","Alightings",NA
"8025","Wednesday",2010-01-13,1211.5,"green","Alightings",NA
"8026","Thursday",2010-01-14,1213.5,"green","Alightings",NA
"8027","Friday",2010-01-15,1644,"green","Alightings",NA
"8028","Saturday",2010-01-16,1490.5,"green","Alightings",NA
"8029","Sunday",2010-01-17,888.5,"green","Alightings",NA
"8030","Monday",2010-01-18,999.5,"green","Alightings",NA
"8031","Tuesday",2010-01-19,1035,"green","Alightings",NA
"8032","Wednesday",2010-01-20,1395.5,"green","Alightings",NA
"8033","Thursday",2010-01-21,1305,"green","Alightings",NA
"8034","Friday",2010-01-22,1394.5,"green","Alightings",NA
"8035","Saturday",2010-01-23,1206,"green","Alightings",NA
"8036","Sunday",2010-01-24,713,"green","Alightings",NA
"8037","Monday",2010-01-25,1295,"green","Alightings",NA
"8038","Tuesday",2010-01-26,1429.5,"green","Alightings",NA
"8039","Wednesday",2010-01-27,1288.5,"green","Alightings",NA
"8040","Thursday",2010-01-28,1239,"green","Alightings",NA
"8041","Friday",2010-01-29,1332,"green","Alightings",NA
"8042","Saturday",2010-01-30,581.5,"green","Alightings",NA
"8043","Sunday",2010-01-31,683.5,"green","Alightings",NA
"8044","Monday",2010-02-01,1395.5,"green","Alightings",NA
"8045","Tuesday",2010-02-02,1436.5,"green","Alightings",NA
"8046","Wednesday",2010-02-03,1368,"green","Alightings",NA
"8047","Thursday",2010-02-04,1339.5,"green","Alightings",NA
"8048","Friday",2010-02-05,1217.5,"green","Alightings",NA
"8049","Saturday",2010-02-06,0,"green","Alightings",NA
"8050","Sunday",2010-02-07,0,"green","Alightings",NA
"8051","Monday",2010-02-08,284,"green","Alightings",NA
"8052","Tuesday",2010-02-09,849.5,"green","Alightings",NA
"8053","Wednesday",2010-02-10,0,"green","Alightings",NA
"8054","Thursday",2010-02-11,0,"green","Alightings",NA
"8055","Friday",2010-02-12,671,"green","Alightings",NA
"8056","Saturday",2010-02-13,700.5,"green","Alightings",NA
"8057","Sunday",2010-02-14,543.5,"green","Alightings",NA
"8058","Monday",2010-02-15,751.5,"green","Alightings",NA
"8059","Tuesday",2010-02-16,791,"green","Alightings",NA
"8060","Wednesday",2010-02-17,993.5,"green","Alightings",NA
"8061","Thursday",2010-02-18,1126,"green","Alightings",NA
"8062","Friday",2010-02-19,1642,"green","Alightings",NA
"8063","Saturday",2010-02-20,893.5,"green","Alightings",NA
"8064","Sunday",2010-02-21,739,"green","Alightings",NA
"8065","Monday",2010-02-22,997.5,"green","Alightings",NA
"8066","Tuesday",2010-02-23,998,"green","Alightings",NA
"8067","Wednesday",2010-02-24,1219,"green","Alightings",NA
"8068","Thursday",2010-02-25,1429.5,"green","Alightings",NA
"8069","Friday",2010-02-26,1328.5,"green","Alightings",NA
"8070","Saturday",2010-02-27,1252.5,"green","Alightings",NA
"8071","Sunday",2010-02-28,955.5,"green","Alightings",NA
"8072","Monday",2010-03-01,1511,"green","Alightings",NA
"8073","Tuesday",2010-03-02,1498.5,"green","Alightings",NA
"8074","Wednesday",2010-03-03,1464.5,"green","Alightings",NA
"8075","Thursday",2010-03-04,1697.5,"green","Alightings",NA
"8076","Friday",2010-03-05,1905.5,"green","Alightings",NA
"8077","Saturday",2010-03-06,1369,"green","Alightings",NA
"8078","Sunday",2010-03-07,1114.5,"green","Alightings",NA
"8079","Monday",2010-03-08,1516,"green","Alightings",NA
"8080","Tuesday",2010-03-09,1727.5,"green","Alightings",NA
"8081","Wednesday",2010-03-10,1672,"green","Alightings",NA
"8082","Thursday",2010-03-11,1711.5,"green","Alightings",NA
"8083","Friday",2010-03-12,1644,"green","Alightings",NA
"8084","Saturday",2010-03-13,952.5,"green","Alightings",NA
"8085","Sunday",2010-03-14,716.5,"green","Alightings",NA
"8086","Monday",2010-03-15,1588,"green","Alightings",NA
"8087","Tuesday",2010-03-16,1601,"green","Alightings",NA
"8088","Wednesday",2010-03-17,1710.5,"green","Alightings",NA
"8089","Thursday",2010-03-18,1949,"green","Alightings",NA
"8090","Friday",2010-03-19,2204.5,"green","Alightings",NA
"8091","Saturday",2010-03-20,1945.5,"green","Alightings",NA
"8092","Sunday",2010-03-21,1634,"green","Alightings",NA
"8093","Monday",2010-03-22,1413,"green","Alightings",NA
"8094","Tuesday",2010-03-23,1458,"green","Alightings",NA
"8095","Wednesday",2010-03-24,1350,"green","Alightings",NA
"8096","Thursday",2010-03-25,1448,"green","Alightings",NA
"8097","Friday",2010-03-26,1710.5,"green","Alightings",NA
"8098","Saturday",2010-03-27,1561,"green","Alightings",NA
"8099","Sunday",2010-03-28,1086.5,"green","Alightings",NA
"8100","Monday",2010-03-29,1790.5,"green","Alightings",NA
"8101","Tuesday",2010-03-30,1474,"green","Alightings",NA
"8102","Wednesday",2010-03-31,1719,"green","Alightings",NA
"8103","Thursday",2010-04-01,1939.5,"green","Alightings",NA
"8104","Friday",2010-04-02,2029,"green","Alightings",NA
"8105","Saturday",2010-04-03,1836,"green","Alightings",NA
"8106","Sunday",2010-04-04,1053,"green","Alightings",NA
"8107","Monday",2010-04-05,1875.5,"green","Alightings",NA
"8108","Tuesday",2010-04-06,1776,"green","Alightings",NA
"8109","Wednesday",2010-04-07,1498.5,"green","Alightings",NA
"8110","Thursday",2010-04-08,1764,"green","Alightings",NA
"8111","Friday",2010-04-09,2399,"green","Alightings",NA
"8112","Saturday",2010-04-10,1801,"green","Alightings",NA
"8113","Sunday",2010-04-11,1231.5,"green","Alightings",NA
"8114","Monday",2010-04-12,1711.5,"green","Alightings",NA
"8115","Tuesday",2010-04-13,1643,"green","Alightings",NA
"8116","Wednesday",2010-04-14,1933,"green","Alightings",NA
"8117","Thursday",2010-04-15,1793.5,"green","Alightings",NA
"8118","Friday",2010-04-16,2191,"green","Alightings",NA
"8119","Saturday",2010-04-17,1886,"green","Alightings",NA
"8120","Sunday",2010-04-18,1150.5,"green","Alightings",NA
"8121","Monday",2010-04-19,1818.5,"green","Alightings",NA
"8122","Tuesday",2010-04-20,1797,"green","Alightings",NA
"8123","Wednesday",2010-04-21,1661.5,"green","Alightings",NA
"8124","Thursday",2010-04-22,1879,"green","Alightings",NA
"8125","Friday",2010-04-23,2132,"green","Alightings",NA
"8126","Saturday",2010-04-24,1613,"green","Alightings",NA
"8127","Sunday",2010-04-25,1058.5,"green","Alightings",NA
"8128","Monday",2010-04-26,1616,"green","Alightings",NA
"8129","Tuesday",2010-04-27,1847,"green","Alightings",NA
"8130","Wednesday",2010-04-28,1728.5,"green","Alightings",NA
"8131","Thursday",2010-04-29,1746.5,"green","Alightings",NA
"8132","Friday",2010-04-30,2223,"green","Alightings",NA
"8133","Saturday",2010-05-01,2415,"green","Alightings",NA
"8134","Sunday",2010-05-02,1172.5,"green","Alightings",NA
"8135","Monday",2010-05-03,1616,"green","Alightings",NA
"8136","Tuesday",2010-05-04,1649.5,"green","Alightings",NA
"8137","Wednesday",2010-05-05,1705,"green","Alightings",NA
"8138","Thursday",2010-05-06,1826.5,"green","Alightings",NA
"8139","Friday",2010-05-07,2217,"green","Alightings",NA
"8140","Saturday",2010-05-08,1818,"green","Alightings",NA
"8141","Sunday",2010-05-09,991,"green","Alightings",NA
"8142","Monday",2010-05-10,1728,"green","Alightings",NA
"8143","Tuesday",2010-05-11,1664.5,"green","Alightings",NA
"8144","Wednesday",2010-05-12,1861,"green","Alightings",NA
"8145","Thursday",2010-05-13,1840.5,"green","Alightings",NA
"8146","Friday",2010-05-14,2536,"green","Alightings",NA
"8147","Saturday",2010-05-15,1998,"green","Alightings",NA
"8148","Sunday",2010-05-16,1056,"green","Alightings",NA
"8149","Monday",2010-05-17,1932.5,"green","Alightings",NA
"8150","Tuesday",2010-05-18,1622,"green","Alightings",NA
"8151","Wednesday",2010-05-19,1822,"green","Alightings",NA
"8152","Thursday",2010-05-20,2153,"green","Alightings",NA
"8153","Friday",2010-05-21,2541,"green","Alightings",NA
"8154","Saturday",2010-05-22,1549,"green","Alightings",NA
"8155","Sunday",2010-05-23,1018,"green","Alightings",NA
"8156","Monday",2010-05-24,1660,"green","Alightings",NA
"8157","Tuesday",2010-05-25,1758,"green","Alightings",NA
"8158","Wednesday",2010-05-26,2077.5,"green","Alightings",NA
"8159","Thursday",2010-05-27,2190,"green","Alightings",NA
"8160","Friday",2010-05-28,2249,"green","Alightings",NA
"8161","Saturday",2010-05-29,1722.5,"green","Alightings",NA
"8162","Sunday",2010-05-30,1370.5,"green","Alightings",NA
"8163","Monday",2010-05-31,1466.5,"green","Alightings",NA
"8164","Tuesday",2010-06-01,1912,"green","Alightings",NA
"8165","Wednesday",2010-06-02,1846,"green","Alightings",NA
"8166","Thursday",2010-06-03,2042.5,"green","Alightings",NA
"8167","Friday",2010-06-04,2024.5,"green","Alightings",NA
"8168","Saturday",2010-06-05,1842.5,"green","Alightings",NA
"8169","Sunday",2010-06-06,965,"green","Alightings",NA
"8170","Monday",2010-06-07,3072.5,"green","Alightings",NA
"8171","Tuesday",2010-06-08,3681,"green","Alightings",NA
"8172","Wednesday",2010-06-09,3368,"green","Alightings",NA
"8173","Thursday",2010-06-10,4146.5,"green","Alightings",NA
"8174","Friday",2010-06-11,5213,"green","Alightings",NA
"8175","Saturday",2010-06-12,4143,"green","Alightings",NA
"8176","Sunday",2010-06-13,2698,"green","Alightings",NA
"8177","Monday",2010-06-14,4047.5,"green","Alightings",NA
"8178","Tuesday",2010-06-15,4036.5,"green","Alightings",NA
"8179","Wednesday",2010-06-16,3363,"green","Alightings",NA
"8180","Thursday",2010-06-17,3655,"green","Alightings",NA
"8181","Friday",2010-06-18,4199,"green","Alightings",NA
"8182","Saturday",2010-06-19,3848,"green","Alightings",NA
"8183","Sunday",2010-06-20,2681.5,"green","Alightings",NA
"8184","Monday",2010-06-21,3759,"green","Alightings",NA
"8185","Tuesday",2010-06-22,4298,"green","Alightings",NA
"8186","Wednesday",2010-06-23,4660,"green","Alightings",NA
"8187","Thursday",2010-06-24,4596,"green","Alightings",NA
"8188","Friday",2010-06-25,6117.5,"green","Alightings",NA
"8189","Saturday",2010-06-26,4447,"green","Alightings",NA
"8190","Sunday",2010-06-27,3104,"green","Alightings",NA
"8191","Monday",2010-06-28,4237,"green","Alightings",NA
"8192","Tuesday",2010-06-29,4403.5,"green","Alightings",NA
"8193","Wednesday",2010-06-30,3963.5,"green","Alightings",NA
"8194","Thursday",2010-07-01,4978.5,"green","Alightings",NA
"8195","Friday",2010-07-02,5516,"green","Alightings",NA
"8196","Saturday",2010-07-03,4996,"green","Alightings",NA
"8197","Sunday",2010-07-04,4080,"green","Alightings",NA
"8198","Monday",2010-07-05,3618,"green","Alightings",NA
"8199","Tuesday",2010-07-06,4415.5,"green","Alightings",NA
"8200","Wednesday",2010-07-07,4937.5,"green","Alightings",NA
"8201","Thursday",2010-07-08,5354,"green","Alightings",NA
"8202","Friday",2010-07-09,5941,"green","Alightings",NA
"8203","Saturday",2010-07-10,4076.5,"green","Alightings",NA
"8204","Sunday",2010-07-11,3775.5,"green","Alightings",NA
"8205","Monday",2010-07-12,4558,"green","Alightings",NA
"8206","Tuesday",2010-07-13,5144.5,"green","Alightings",NA
"8207","Wednesday",2010-07-14,4471,"green","Alightings",NA
"8208","Thursday",2010-07-15,5256,"green","Alightings",NA
"8209","Friday",2010-07-16,4994,"green","Alightings",NA
"8210","Saturday",2010-07-17,5075.5,"green","Alightings",NA
"8211","Sunday",2010-07-18,3376,"green","Alightings",NA
"8212","Monday",2010-07-19,4532,"green","Alightings",NA
"8213","Tuesday",2010-07-20,4473.5,"green","Alightings",NA
"8214","Wednesday",2010-07-21,5312,"green","Alightings",NA
"8215","Thursday",2010-07-22,5224.5,"green","Alightings",NA
"8216","Friday",2010-07-23,6081,"green","Alightings",NA
"8217","Saturday",2010-07-24,4449.5,"green","Alightings",NA
"8218","Sunday",2010-07-25,3281.5,"green","Alightings",NA
"8219","Monday",2010-07-26,5458.5,"green","Alightings",NA
"8220","Tuesday",2010-07-27,5644.5,"green","Alightings",NA
"8221","Wednesday",2010-07-28,5809,"green","Alightings",NA
"8222","Thursday",2010-07-29,5280.5,"green","Alightings",NA
"8223","Friday",2010-07-30,6617,"green","Alightings",NA
"8224","Saturday",2010-07-31,5223,"green","Alightings",NA
"8225","Sunday",2010-08-01,3746.5,"green","Alightings",NA
"8226","Monday",2010-08-02,5011,"green","Alightings",NA
"8227","Tuesday",2010-08-03,5267,"green","Alightings",NA
"8228","Wednesday",2010-08-04,4936,"green","Alightings",NA
"8229","Thursday",2010-08-05,5535,"green","Alightings",NA
"8230","Friday",2010-08-06,6576.5,"green","Alightings",NA
"8231","Saturday",2010-08-07,5535,"green","Alightings",NA
"8232","Sunday",2010-08-08,3906,"green","Alightings",NA
"8233","Monday",2010-08-09,4950.5,"green","Alightings",NA
"8234","Tuesday",2010-08-10,4177,"green","Alightings",NA
"8235","Wednesday",2010-08-11,5577,"green","Alightings",NA
"8236","Thursday",2010-08-12,5256,"green","Alightings",NA
"8237","Friday",2010-08-13,6900,"green","Alightings",NA
"8238","Saturday",2010-08-14,5095,"green","Alightings",NA
"8239","Sunday",2010-08-15,5279,"green","Alightings",NA
"8240","Monday",2010-08-16,7030,"green","Alightings",NA
"8241","Tuesday",2010-08-17,4980,"green","Alightings",NA
"8242","Wednesday",2010-08-18,4484,"green","Alightings",NA
"8243","Thursday",2010-08-19,4011,"green","Alightings",NA
"8244","Friday",2010-08-20,5092,"green","Alightings",NA
"8245","Saturday",2010-08-21,5185,"green","Alightings",NA
"8246","Sunday",2010-08-22,4208,"green","Alightings",NA
"8247","Monday",2010-08-23,5961,"green","Alightings",NA
"8248","Tuesday",2010-08-24,6003,"green","Alightings",NA
"8249","Wednesday",2010-08-25,4260,"green","Alightings",NA
"8250","Thursday",2010-08-26,5420,"green","Alightings",NA
"8251","Friday",2010-08-27,5050,"green","Alightings",NA
"8252","Saturday",2010-08-28,4624,"green","Alightings",NA
"8253","Sunday",2010-08-29,3587,"green","Alightings",NA
"8254","Monday",2010-08-30,5594,"green","Alightings",NA
"8255","Tuesday",2010-08-31,5665,"green","Alightings",NA
"8256","Wednesday",2010-09-01,6191,"green","Alightings",NA
"8257","Thursday",2010-09-02,6098,"green","Alightings",NA
"8258","Friday",2010-09-03,6096,"green","Alightings",NA
"8259","Saturday",2010-09-04,6396,"green","Alightings",NA
"8260","Sunday",2010-09-05,4398,"green","Alightings",NA
"8261","Monday",2010-09-06,4333,"green","Alightings",NA
"8262","Tuesday",2010-09-07,5699,"green","Alightings",NA
"8263","Wednesday",2010-09-08,5051,"green","Alightings",NA
"8264","Thursday",2010-09-09,5030,"green","Alightings",NA
"8265","Friday",2010-09-10,6180,"green","Alightings",NA
"8266","Saturday",2010-09-11,4968,"green","Alightings",NA
"8267","Sunday",2010-09-12,2762,"green","Alightings",NA
"8268","Monday",2010-09-13,5134,"green","Alightings",NA
"8269","Tuesday",2010-09-14,5019,"green","Alightings",NA
"8270","Wednesday",2010-09-15,5177,"green","Alightings",NA
"8271","Thursday",2010-09-16,4764,"green","Alightings",NA
"8272","Friday",2010-09-17,5020,"green","Alightings",NA
"8273","Saturday",2010-09-18,5885,"green","Alightings",NA
"8274","Sunday",2010-09-19,3805,"green","Alightings",NA
"8275","Monday",2010-09-20,5133,"green","Alightings",NA
"8276","Tuesday",2010-09-21,4691,"green","Alightings",NA
"8277","Wednesday",2010-09-22,4709,"green","Alightings",NA
"8278","Thursday",2010-09-23,4936,"green","Alightings",NA
"8279","Friday",2010-09-24,5694,"green","Alightings",NA
"8280","Saturday",2010-09-25,5024,"green","Alightings",NA
"8281","Sunday",2010-09-26,3525,"green","Alightings",NA
"8282","Monday",2010-09-27,5163,"green","Alightings",NA
"8283","Tuesday",2010-09-28,5618,"green","Alightings",NA
"8284","Wednesday",2010-09-29,5220,"green","Alightings",NA
"8285","Thursday",2010-09-30,4640,"green","Alightings",NA
"8286","Friday",2010-10-01,7128,"green","Alightings",NA
"8287","Saturday",2010-10-02,6018,"green","Alightings",NA
"8288","Sunday",2010-10-03,3576,"green","Alightings",NA
"8289","Monday",2010-10-04,4051,"green","Alightings",NA
"8290","Tuesday",2010-10-05,4617,"green","Alightings",NA
"8291","Wednesday",2010-10-06,5341,"green","Alightings",NA
"8292","Thursday",2010-10-07,5473,"green","Alightings",NA
"8293","Friday",2010-10-08,6439,"green","Alightings",NA
"8294","Saturday",2010-10-09,5577.5,"green","Alightings",NA
"8295","Sunday",2010-10-10,3574,"green","Alightings",NA
"8296","Monday",2010-10-11,5459,"green","Alightings",NA
"8297","Tuesday",2010-10-12,5502,"green","Alightings",NA
"8298","Wednesday",2010-10-13,4579,"green","Alightings",NA
"8299","Thursday",2010-10-14,4295,"green","Alightings",NA
"8300","Friday",2010-10-15,5912,"green","Alightings",NA
"8301","Saturday",2010-10-16,4119,"green","Alightings",NA
"8302","Sunday",2010-10-17,3015,"green","Alightings",NA
"8303","Monday",2010-10-18,4561.5,"green","Alightings",NA
"8304","Tuesday",2010-10-19,5036.5,"green","Alightings",NA
"8305","Wednesday",2010-10-20,5080,"green","Alightings",NA
"8306","Thursday",2010-10-21,5594,"green","Alightings",NA
"8307","Friday",2010-10-22,6693.5,"green","Alightings",NA
"8308","Saturday",2010-10-23,5155.5,"green","Alightings",NA
"8309","Sunday",2010-10-24,3909.5,"green","Alightings",NA
"8310","Monday",2010-10-25,5752,"green","Alightings",NA
"8311","Tuesday",2010-10-26,5688.5,"green","Alightings",NA
"8312","Wednesday",2010-10-27,5683,"green","Alightings",NA
"8313","Thursday",2010-10-28,5973.5,"green","Alightings",NA
"8314","Friday",2010-10-29,5593.5,"green","Alightings",NA
"8315","Saturday",2010-10-30,4936.5,"green","Alightings",NA
"8316","Sunday",2010-10-31,3584.5,"green","Alightings",NA
"8317","Monday",2010-11-01,4918,"green","Alightings",NA
"8318","Tuesday",2010-11-02,4361.5,"green","Alightings",NA
